Kidney	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Akidney%3Bnot%20detected&columns=up&compress=no&format=tsv
Urinary_bladder	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aurinary+bladder%3Bnot%20detected&columns=up&compress=no&format=tsv
Breast	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Abreast%3Bnot%20detected&columns=up&compress=no&format=tsv
Vagina	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Avagina%3Bnot%20detected&columns=up&compress=no&format=tsv
Cervix	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Acervix%3Bnot%20detected&columns=up&compress=no&format=tsv
Endometrium	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aendometrium%3Bnot%20detected&columns=up&compress=no&format=tsv
Fallopian_tube	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Afallopian+tube%3Bnot%20detected&columns=up&compress=no&format=tsv
Ovary	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aovary%3Bnot%20detected&columns=up&compress=no&format=tsv
Placenta	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aplacenta%3Bnot%20detected&columns=up&compress=no&format=tsv
Skin	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Askin%3Bnot%20detected&columns=up&compress=no&format=tsv
Adipose_tissue	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aadipose+tissue%3Bnot%20detected&columns=up&compress=no&format=tsv
Seminal_vesicles	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aseminal+vesicles%3Bnot%20detected&columns=up&compress=no&format=tsv
Prostate	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aprostate%3Bnot%20detected&columns=up&compress=no&format=tsv
Epididymis	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aepididymis%3Bnot%20detected&columns=up&compress=no&format=tsv
Testis	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Atestis%3Bnot%20detected&columns=up&compress=no&format=tsv
Gallbladder	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Agallbladder%3Bnot%20detected&columns=up&compress=no&format=tsv
Liver	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aliver%3Bnot%20detected&columns=up&compress=no&format=tsv
Lymphoid_tissue	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Alymphoid+tissue%3Bnot%20detected&columns=up&compress=no&format=tsv
Bone_marrow	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Abone+marrow%3Bnot%20detected&columns=up&compress=no&format=tsv
Lung	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Alung%3Bnot%20detected&columns=up&compress=no&format=tsv
Pituitary_gland	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Apituitary+gland%3Bnot%20detected&columns=up&compress=no&format=tsv
Thyroid_gland	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Athyroid+gland%3Bnot%20detected&columns=up&compress=no&format=tsv
Parathyroid_gland	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aparathyroid+gland%3Bnot%20detected&columns=up&compress=no&format=tsv
Adrenal_gland	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aadrenal+gland%3Bnot%20detected&columns=up&compress=no&format=tsv
Smooth_muscle	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Asmooth+muscle%3Bnot%20detected&columns=up&compress=no&format=tsv
Heart	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aheart%3Bnot%20detected&columns=up&compress=no&format=tsv
Retina	https://www.proteinatlas.org/api/search_download.php?search=NOT%20tissue_category_rna%3Aretina%3Bnot%20detected&columns=up&compress=no&format=tsv
